Original_Title,Matched_Citation,Match_Score
"69 : Corporate Internships, Undergraduate Research, and Finances~ Successful African American Engineers' Consideration of Immediate Workforce Entry or Graduate School.","Newman, C. B. (2020b). Corporate Internships, Undergraduate Research, and Finances: Successful African American Engineers’ Consideration of Immediate Workforce Entry or Graduate School. Journal of STEM Education: Innovations & Research, 21(1), 11–17.",0.8061224489795918
177 : Integrating Undergraduate Research into Social Science Curriculum~ Benefits and Challenges of Two Models.,"Crowe, J., & Boe, A. (2019b). Integrating Undergraduate Research into Social Science Curriculum: Benefits and Challenges of Two Models. Education Sciences, 9(4), 296–296.",0.8045977011494253
71 : Course-Based Research in the First Semester of College~ Teaching Inquiry and Building Community Using Constructed Wetlands for Greywater Treatment.,"Cianfrani, C., & Hews, S. (2020b). Course-Based Research in the First Semester of College: Teaching Inquiry and Building Community Using Constructed Wetlands for Greywater Treatment. Journal of College Science Teaching, 49(4), 66–74.",0.8
84 : CUREing cancer~ Development and implementation of a molecular biology‐focused course‐based undergraduate research experience using a cancer cell culture model.,"Guttilla Reed, I. K. (2021b). CUREing cancer: Development and implementation of a molecular biology‐focused course‐based undergraduate research experience using a cancer cell culture model. Biochemistry & Molecular Biology Education, 49(2), 287–297.",0.8
295 : Undergraduate Disabled Students as Knowledge Producers including Researchers~ A Missed Topic in Academic Literature.,"Lillywhite, A., & Wolbring, G. (2019b). Undergraduate Disabled Students as Knowledge Producers including Researchers: A Missed Topic in Academic Literature. Education Sciences, 9(4), 259–259.",0.7986348122866894
185 : Launching Sustainability Leadership~ Long-Term Impacts on Educational and Career Paths in Undergraduate Research Experiences.,"Griswold, W. (2019b). Launching Sustainability Leadership: Long-Term Impacts on Educational and Career Paths in Undergraduate Research Experiences. Journal of College Science Teaching, 49(1), 19–23.",0.7961783439490446
100 : Does Early Participation in Undergraduate Research Benefit Social Science and Humanities Students~,"Ishiyama, J. (2002b). Does Early Participation in Undergraduate Research Benefit Social Science and Humanities Students? College Student Journal, 36(3), 380–386.",0.7936507936507936
"60 : Co-Curricular Connections~ The Role of Undergraduate Research Experiences in Promoting Engineering Students' Communication, Teamwork, and Leadership Skills.","Carter, D., Ro, H., Alcott, B., & Lattuca, L. (2016b). Co-Curricular Connections: The Role of Undergraduate Research Experiences in Promoting Engineering Students’ Communication, Teamwork, and Leadership Skills. Research in Higher Education, 57(3), 363–393.",0.7927461139896373
"281 : The Reliability, Validity, and Student Perceptions of an Undergraduate Research Program in Health Sciences (BHSc) as a Premedical Program~ A Preliminary Study.","Hecker, K. G., & Violato, C. (2006a). The Reliability, Validity, and Student Perceptions of an Undergraduate Research Program in Health Sciences (BHSc) as a Premedical Program: A Preliminary Study. Alberta Journal of Educational Research, 52(4), Article 4.",0.7908163265306123
121 : Evaluation of an undergraduate research experience~ perceptions of undergraduate interns and their faculty mentors.,"Kardash, C. M. (2000b). Evaluation of an undergraduate research experience: Perceptions of undergraduate interns and their faculty mentors. Journal of Educational Psychology, 92(1), 191–201.",0.7796610169491526
66 : Connecting interdisciplinary research and place-based learning~ Using a local ecosystem as the focus for an undergraduate research group.,"Grantham, M. L., Ganong, C., Drake, D. M., Elias, A., & Mills, M. S. (2021b). Connecting interdisciplinary research and place-based learning: Using a local ecosystem as the focus for an undergraduate research group. Bioscene, 47(2), 21–24.",0.7793696275071633
"18 : A Low-Intensity, Hybrid Design between a ~Traditional~ and a ~Course-Based~ Research Experience Yields Positive Outcomes for Science Undergraduate Freshmen and Shows Potential for Large-Scale Application","Rodrigo-Peiris, T., Xiang, L., & Cassone, V. M. (2018b). A Low-Intensity, Hybrid Design between a “Traditional” and a “Course-Based” Research Experience Yields Positive Outcomes for Science Undergraduate Freshmen and Shows Potential for Large-Scale Application. CBE - Life Sciences Education, 17(4), 1–18. https://doi.org/10.1187/cbe.17-11-0248",0.7775628626692457
169 : Incorporating Course-Based Undergraduate Research Experiences into Analytical Chemistry Laboratory Curricula.,"Kerr, M. A. & Fei Yan. (2016b). Incorporating Course-Based Undergraduate Research Experiences into Analytical Chemistry Laboratory Curricula. Journal of Chemical Education, 93(4), 658–662.",0.7762237762237763
117 : Establishing the Benefits of Research Experiences for Undergraduates in the Sciences~ First Findings from a Three-Year Study.,"Seymour, E., Hunter, A.-B., & Laursen, S. L. (2004b). Establishing the Benefits of Research Experiences for Undergraduates in the Sciences: First Findings from a Three-Year Study. Science Education, 88(4), 493–534.",0.775
48 : Best Practices for Facilitating a Successful Human Services Undergraduate Research Lab at a Practitioner-focused University.,"Rodriguez, A., Moore, A., Ta, E., & Li, K. (2021b). Best Practices for Facilitating a Successful Human Services Undergraduate Research Lab at a Practitioner-focused University. Journal of Human Services, 40(1), 7–18.",0.7725856697819314
289 : Thinking and behaving like scientists~ Perceptions of undergraduate science interns and their faculty mentors.,"Kardash, C. M., & Edwards, O. V. (2012b). Thinking and behaving like scientists: Perceptions of undergraduate science interns and their faculty mentors. Instructional Science, 40(6), 875–899.",0.7719298245614035
256 : Survey Study Investigating the Significance of Conference Participation to Undergraduate Research Students.,"Mabrouk, P. A. (2009b). Survey Study Investigating the Significance of Conference Participation to Undergraduate Research Students. Journal of Chemical Education, 86(11), 1335–1340.",0.7714285714285715
"45 : Becoming a Scientist~ The Role of Undergraduate Research in Students' Cognitive, Personal, and Professional Development.","Hunter, A.-B., Laursen, S. L., & Seymour, E. (2007b). Becoming a Scientist: The Role of Undergraduate Research in Students’ Cognitive, Personal, and Professional Development. Science Education, 91(1), 36–74.",0.770764119601329
287 : The Value of Collaborative Research Before Independent Research in Undergraduate Music Education.,"Harney, K. (2017b). The Value of Collaborative Research Before Independent Research in Undergraduate Music Education. Journal of Music Teacher Education, 26(3), 65–76.",0.7704280155642024
108 : Effects of gender concordance in mentoring relationships on summer research experience outcomes for undergraduate students.,"Morales, D. X., Grineski, S. E., & Collins, T. W. (2018a). Effects of gender concordance in mentoring relationships on summer research experience outcomes for undergraduate students. Science Education, 102(5), Article 5.",0.7692307692307693
257 : Teaching Social Justice Research to Undergraduate Students in Puerto Rico~ Using Personal Experiences to Inform Research.,"Ginwright, S. A., & Cammarota, J. (2015b). Teaching Social Justice Research to Undergraduate Students in Puerto Rico: Using Personal Experiences to Inform Research. Equity & Excellence in Education, 48(2), 162–177.",0.7672955974842768
220 : Promoting information literacy through collaborative service learning in an undergraduate research course,"Janke, R., Pesut, B., & Erbacker, L. (2012b). Promoting information literacy through collaborative service learning in an undergraduate research course. Nurse Education Today, 32(8), 920–923.",0.7659574468085106
324 : What About Us~ Exploring the Challenges and Sources of Support Influencing Black Students' STEM Identity Development in Postsecondary Education.,"Ortiz, N. A., Morton, T. R., Miles, M. L., & Roby, R. S. (2019a). What About Us? Exploring the Challenges and Sources of Support Influencing Black Students’ STEM Identity Development in Postsecondary Education. Journal of Negro Education, 88(3), Article 3.",0.7647058823529411
282 : The Role of Student-Advisor Interactions in Apprenticing Undergraduate Researchers into a Scientific Community of Practice.,"Thiry, H., & Laursen, S. (2011b). The Role of Student-Advisor Interactions in Apprenticing Undergraduate Researchers into a Scientific Community of Practice. Journal of Science Education & Technology, 20(6), 771–784.",0.7630769230769231
173 : Integrating Primary Research into the Teaching Lab~ Benefits and Impacts of a One-Semester CURE for Physical Chemistry.,"Williams, L. C., & Reddish, M. J. (2018b). Integrating Primary Research into the Teaching Lab: Benefits and Impacts of a One-Semester CURE for Physical Chemistry. Journal of Chemical Education, 95(6), 928–938.",0.7628205128205128
149 : How Does Undergraduate Research Experience Impact Career Trajectories and Level of Career Satisfaction~ A Comparative Survey.,"Yaffe, K., Bender, C., & Sechrest, L. (2014b). How Does Undergraduate Research Experience Impact Career Trajectories and Level of Career Satisfaction: A Comparative Survey. Journal of College Science Teaching, 44(1), 25–33.",0.7613293051359517
"249 : Student-Perceived Gains in Collaborative, Course-Based Undergraduate Research Experiences in the Geosciences.","Kinner, D., & Lord, M. (2018b). Student-Perceived Gains in Collaborative, Course-Based Undergraduate Research Experiences in the Geosciences. Journal of College Science Teaching, 48(2), 48–58.",0.759581881533101
313 : Undergraduates from underrepresented groups gain research skills and career aspirations through summer research fellowship.,"Bruthers, C. B., & Matyas, M. L. (2020b). Undergraduates from underrepresented groups gain research skills and career aspirations through summer research fellowship. Advances in Physiology Education, 44(4), 525–539.",0.7592592592592593
"89 : Developing a culture of mentoring~ promoting, experiencing, and engaging in mentoring through a transitional undergraduate research program for students of color.","Luedke, C. L., Collom, G. D., & Henderson, T. N. (2023a). Developing a culture of mentoring: Promoting, experiencing, and engaging in mentoring through a transitional undergraduate research program for students of color. Mentoring & Tutoring: Partnership in Learning, 31(1), Article 1.",0.7589498806682577
25 : A report on learning gains and student confidence after incorporating an enzyme purification and characterization course‐based undergraduate experience.,"Jones, E., Glanz, H., Wilkinson, S., & Fogle, E. (2023b). A report on learning gains and student confidence after incorporating an enzyme purification and characterization course‐based undergraduate experience. Biochemistry & Molecular Biology Education, 51(2), 128–136.",0.7581047381546134
26 : A Research Preparatory Program for First-Year College Students~ Student Selection and Preparation Lead to Persistence in Research.,"Baiduc, R., Drane, D., Beitel, G., & Flores, L. (2017a). A Research Preparatory Program for First-Year College Students: Student Selection and Preparation Lead to Persistence in Research. Innovative Higher Education, 42(3), Article 3.",0.7580174927113703
317 : Understanding How Research Experiences Foster Undergraduate Research Skill Development and Inluence STEM Career Choice.,"Odera, E., Lamm, A. J., Odera, L. C., Duryea, M., & Davis, J. (2015b). Understanding How Research Experiences Foster Undergraduate Research Skill Development and Inluence STEM Career Choice. NACTA Journal, 59(3), 180–188.",0.7570977917981072
143 : Geoscience Education Research Project~ Student Benefits and Effective Design of a Course-Based Undergraduate Research Experience.,"Kortz, K. M., & van der Hoeven Kraft, K. J. (2016b). Geoscience Education Research Project: Student Benefits and Effective Design of a Course-Based Undergraduate Research Experience. Journal of Geoscience Education, 64(1), 24–36.",0.7543859649122807
6 : A Course-Based Undergraduate Research Experience (CURE) using Ocean Plastic Microbes as a Framework that Is Impactful for Both In-Person and Online Course Modalities.,"Barral, A. M., Simmons, R. E., Boman-Davis, M., DeForce, E., & Bowman, J. S. (2023a). A Course-Based Undergraduate Research Experience (CURE) using Ocean Plastic Microbes as a Framework that Is Impactful for Both In-Person and Online Course Modalities. Education Research International, 2023, 1–15.",0.7540229885057471
331 : ~A Place to Be Heard and to Hear~~ the Humanities Collaboratory as a Model for Cross-College Cooperation and Relationship-Building in Undergraduate Research.,"Larracey, C., Strobach, N., Lirot, J., Matthews, T.-C., & Robinson, S. (2023a). “A Place to Be Heard and to Hear”: The Humanities Collaboratory as a Model for Cross-College Cooperation and Relationship-Building in Undergraduate Research. Innovative Higher Education, 48(2), Article 2.",0.7506053268765133
56 : Can higher education increase students' moral reasoning~ The role of student engagement in the U.S.,"Chen, W.-L., & Chan, Y.-W. (2022b). Can higher education increase students’ moral reasoning? The role of student engagement in the U.S. Journal of Moral Education, 51(2), 169–185.",0.749034749034749
252 : Students' Experiences and Perceptions of the Scientific Research Culture after Participating in Different Course-Based Undergraduate Research Experience Models,"Dewey, J., Evers, A., & Schuchardt, A. (2022b). Students’ Experiences and Perceptions of the Scientific Research Culture after Participating in Different Course-Based Undergraduate Research Experience Models. CBE - Life Sciences Education, 21(2). https://doi.org/10.1187/cbe.21-10-0304",0.7482352941176471
144 : Getting off to a good start~ First-year undergraduate research experiences and student outcomes.,"Bowman, N. A., & Holmes, J. M. (2018b). Getting off to a good start? First-year undergraduate research experiences and student outcomes. Higher Education (00181560), 76(1), 17–33.",0.7470817120622568
178 : Interdisciplinary Research in a Dense Summer Bridge~ The Role of a Writing Intensive Chemistry Seminar.,"Waratuke, S., & Kling, T. (2016a). Interdisciplinary Research in a Dense Summer Bridge: The Role of a Writing Intensive Chemistry Seminar. Journal of Chemical Education, 93(8), Article 8.",0.7463768115942029
207 : Participation in a Course-Based Undergraduate Research Experience Results in Higher Grades in the Companion Lecture Course.,"Ing, M., Burnette III, J. M., Azzam, T., & Wessler, S. R. (2021a). Participation in a Course-Based Undergraduate Research Experience Results in Higher Grades in the Companion Lecture Course. Educational Researcher, 50(4), Article 4.",0.746268656716418
187 : Learning to Become Researchers~ Lessons Learned from a Research Experience for Undergraduates (REU) Program Focused on Research in the Psychological Sciences with Real-World Implications,"DeLucia, P. R., Woods, A. L., Kim, J.-H., Nguyen, N., Wang, E. W., & Yang, J. (2021a). Learning to Become Researchers: Lessons Learned from a Research Experience for Undergraduates (REU) Program Focused on Research in the Psychological Sciences with Real-World Implications. Scholarship and Practice of Undergraduate Research, 4(4), Article 4.",0.7459677419354839
32 : An Effective Model for Enhancing Underrepresented Minority Participation and Success in Geoscience Undergraduate Research,"Blake, R. A., Liou-Mark, J., & Chukuigwe, C. (2013b). An Effective Model for Enhancing Underrepresented Minority Participation and Success in Geoscience Undergraduate Research. Journal of Geoscience Education, 61(4), 405–414.",0.7454545454545455
279 : The Relationship between Undergraduate Research Participation and Subsequent Research Performance of Early Career STEM Graduate Students.,"Gilmore, J., Vieyra, M., Timmerman, B., Feldon, D., & Maher, M. (2015b). The Relationship between Undergraduate Research Participation and Subsequent Research Performance of Early Career STEM Graduate Students. Journal of Higher Education, 86(6), 834–863.",0.7439353099730458
153 : Impact of Authentic Course-Based Undergraduate Research Experiences (CUREs) on Student Understanding in Introductory Biology Laboratory Courses.,"LaForge, J., & Martin, E. C. (2022b). Impact of Authentic Course-Based Undergraduate Research Experiences (CUREs) on Student Understanding in Introductory Biology Laboratory Courses. American Biology Teacher (University of California Press), 84(3), 137–142.",0.743455497382199
86 : Designing MATLAB course for undergraduates in cartography and geographic information science~ linking research and teaching.,"Tian, J., Ren, C., Lei, Y., & Wang, Y. (2020b). Designing MATLAB course for undergraduates in cartography and geographic information science: Linking research and teaching. Journal of Geography in Higher Education, 44(1), 25–44.",0.743202416918429
"329 : Where Are They Now~ Winners of a Library Prize for Undergraduate Research~ A Survey at the University of California, Berkeley","Phillips, M., & Jones, L. (2018b). Where Are They Now? Winners of a Library Prize for Undergraduate Research: A Survey at the University of California, Berkeley. SAGE Open, 8(2), 1–11. https://doi.org/10.1177/2158244018772627",0.743202416918429
192 : Lowering Barriers to Undergraduate Research through Collaboration with Local Craft Breweries.,"McDermott, M. L. (2016a). Lowering Barriers to Undergraduate Research through Collaboration with Local Craft Breweries. Journal of Chemical Education, 93(9), Article 9.",0.7430830039525692
7 : A course‐based undergraduate research experience for bioinformatics education in undergraduate students.,"Gao, L., & Guo, M. (2023b). A course‐based undergraduate research experience for bioinformatics education in undergraduate students. Biochemistry & Molecular Biology Education, 51(2), 189–199.",0.7428571428571429
30 : Advice to Future Participants From Six Cohorts of an Undergraduate Summer Research Program in Atmospheric Science.,"Murry, A. T., Yuan, N., & Atkinson, D. (2023b). Advice to Future Participants From Six Cohorts of an Undergraduate Summer Research Program in Atmospheric Science. Journal of College Science Teaching, 52(3), 84–92.",0.7419354838709677
325 : What Do They Expect~ A Comparison of Student Expectations and Outcomes of Undergraduate Research Experiences.,"Pacifici, L. B., & Thomson, N. (2011d). What Do They Expect? A Comparison of Student Expectations and Outcomes of Undergraduate Research Experiences. Journal of College Science Teaching, 41(1), 54–59.",0.7414965986394558
172 : Institution-Wide Analysis of Academic Outcomes Associated with Participation in UGR~ Comparison of Different Research Modalities at a Hispanic-Serving Institution,"Battaglia, S. J., Echegoyen, L. E., & Diaz-Martinez, L. A. (2022b). Institution-Wide Analysis of Academic Outcomes Associated with Participation in UGR: Comparison of Different Research Modalities at a Hispanic-Serving Institution. Scholarship and Practice of Undergraduate Research, 5(3), 8–24.",0.7397260273972602
323 : Using the National Survey of Student Engagement to Measure Undergraduate Research Participation,"Wilson, A. (2012a). Using the National Survey of Student Engagement to Measure Undergraduate Research Participation. Council on Undergraduate Research Quarterly, 32(3), 9–14.",0.7376425855513308
81 : Cultivating minority scientists~ Undergraduate research increases self-efficacy and career ambitions for underrepresented students in STEM.,"Carpi, A., Ronan, D. M., Falconer, H. M., & Lents, N. H. (2017b). Cultivating minority scientists: Undergraduate research increases self-efficacy and career ambitions for underrepresented students in STEM. Journal of Research in Science Teaching, 54(2), 169–194.",0.7374005305039788
74 : Course-Based Undergraduate Research Experiences Spanning Two Semesters of Biology Impact Student Self-Efficacy but not Future Goals.,"Martin, A., Rechs, A., Landerholm, T., & McDonald, K. (2021b). Course-Based Undergraduate Research Experiences Spanning Two Semesters of Biology Impact Student Self-Efficacy but not Future Goals. Journal of College Science Teaching, 50(4), 33–47.",0.7353760445682451
88 : DESIGNING MENTORSHIP~ EXPLORING THE CHALLENGES AND BENEFITS OF UNDERGRADUATE RESEARCH.,"ZIWOYA, F., & FALCONER, J. (2018b). DESIGNING MENTORSHIP: EXPLORING THE CHALLENGES AND BENEFITS OF UNDERGRADUATE RESEARCH. College Student Journal, 52(4), 532–538.",0.7350427350427351
202 : Nurturing Independent Learning in the Undergraduate Student in History~ A Faculty–Student Mentoring Experience.,"Johnson, B. A., & Harreld, D. J. (2012b). Nurturing Independent Learning in the Undergraduate Student in History: A Faculty–Student Mentoring Experience. Mentoring & Tutoring: Partnership in Learning, 20(3), 361–378.",0.7337662337662337
"265 : The Impact of Undergraduate Research and Student Characteristics on Student Success Metrics at an Urban, Minority Serving, Commuter, Public Institution.","Baron, S. I., Brown, P., Cumming, T., & Mengeling, M. (2020a). The Impact of Undergraduate Research and Student Characteristics on Student Success Metrics at an Urban, Minority Serving, Commuter, Public Institution. Journal of the Scholarship of Teaching & Learning, 20(1), Article 1.",0.7334963325183375
330 : Who produces knowledge~ Transforming undergraduate students' views of science through participatory action research.,"Weinberg, A. E., Trott, C. D., & Sample McMeeking, L. B. (2018a). Who produces knowledge? Transforming undergraduate students’ views of science through participatory action research. Science Education, 102(6), Article 6.",0.732484076433121
"16 : A longitudinal analysis of developing marine science identity in a place-based, undergraduate research experience.","Ambrosino, C. M., & Rivera, M. A. J. (2022b). A longitudinal analysis of developing marine science identity in a place-based, undergraduate research experience. International Journal of STEM Education, 9(1), 1–24.",0.7313915857605178
133 : Exploring Undergraduate Research Experiences for Latinx College Students From Farmworker Families.,"Amaresh, S. A. (2022b). Exploring Undergraduate Research Experiences for Latinx College Students From Farmworker Families. Journal of College Student Development, 63(1), 111–116.",0.7313432835820896
184 : Is the undergraduate research experience (URE) always best~~ The power of choice in a bifurcated practical stream for a large introductory biochemistry class.,"Rowland, S. L., Lawrie, G. A., Behrendorff, J. B. Y. H., & Gillam, E. M. J. (2012b). Is the undergraduate research experience (URE) always best?: The power of choice in a bifurcated practical stream for a large introductory biochemistry class. Biochemistry & Molecular Biology Education, 40(1), 46–62.",0.7311320754716981
270 : The Influence of Materials Science and Engineering Undergraduate Research Experiences on Public Communication Skills.,"Ing, M., Fung, W. W., & Kisailus, D. (2013b). The Influence of Materials Science and Engineering Undergraduate Research Experiences on Public Communication Skills. Journal of STEM Education: Innovations & Research, 14(2), 16–20.",0.7300613496932515
219 : Preparing Undergraduate Women for Science Careers~ Facilitating Success in Professional Research,"Campbell, A., & Skoog, G. (2004b). Preparing Undergraduate Women for Science Careers: Facilitating Success in Professional Research. Journal of College Science Teaching, 33(5), 24–26.",0.7293233082706767
280 : The Relationship of Undergraduate Research Participation to Graduate and Professional Education Pursuit~ An Empirical Study.,"Hathaway, R. S., Nagda, B. A., & Gregerman, S. R. (2002b). The Relationship of Undergraduate Research Participation to Graduate and Professional Education Pursuit: An Empirical Study. Journal of College Student Development, 43(5), 614–631.",0.7288629737609329
264 : The Impact of the COVID-19 Pandemic on Sense of Belonging and Science Outcomes among Biomedical Science Students~ A Longitudinal Study.,"Escobedo, P., Moon, S., Moreno, K., Lin, J. C. P., Kwan, P. P., Flores, G. E., & Chavira, G. (2023b). The Impact of the COVID-19 Pandemic on Sense of Belonging and Science Outcomes among Biomedical Science Students: A Longitudinal Study. Education Sciences, 13(6), 579.",0.7277628032345014
105 : Early year undergraduate researchers' reflections on the values and perceived costs of their research experience.,"Ceyhan, G. D., & Tillotson, J. W. (2020a). Early year undergraduate researchers’ reflections on the values and perceived costs of their research experience. International Journal of STEM Education, 7(1), Article 1.",0.7266881028938906
33 : An Evaluation of a Course that Introduces Undergraduate Students to Authentic Aerospace Engineering Research.,"MENA, I. B., SCHMITZ, S., & MCLAUGHLIN, D. (2015b). An Evaluation of a Course that Introduces Undergraduate Students to Authentic Aerospace Engineering Research. Advances in Engineering Education, 4(4), 1–20.",0.7266666666666667
87 : Designing Mentorship_Exploring the Challenges and Benefits of Undergraduate Research,"ZIWOYA, F., & FALCONER, J. (2018b). DESIGNING MENTORSHIP: EXPLORING THE CHALLENGES AND BENEFITS OF UNDERGRADUATE RESEARCH. College Student Journal, 52(4), 532–538.",0.7264957264957265
82 : Cultivating Native American scientists~ an application of an Indigenous model to an undergraduate research experience.,"McMahon, T. R., Griese, E. R., & Kenyon, D. B. (2019b). Cultivating Native American scientists: An application of an Indigenous model to an undergraduate research experience. Cultural Studies of Science Education, 14(1), 77–110.",0.7261538461538461
110 : Engaging novice researchers in the process and culture of science using a 'Pass-the-Problem' case strategy.,"White, H. B., & Usher, D. C. (2015b). Engaging novice researchers in the process and culture of science using a “Pass-the-Problem” case strategy. Biochemistry & Molecular Biology Education, 43(5), 341–344.",0.726027397260274
320 : Understanding the role of the mentor in developing research competency among undergraduate researchers.,"Davis, S. N., & Jones, R. M. (2017b). Understanding the role of the mentor in developing research competency among undergraduate researchers. Mentoring & Tutoring: Partnership in Learning, 25(4), 455–465.",0.7241379310344828
159 : Implementation and Assessment of Undergraduate Experiences in SOAP~ An Atmospheric Science Research and Education Program.,"Hopper Jr., L. J., Schumacher, C., & Stachnik, J. P. (2013a). Implementation and Assessment of Undergraduate Experiences in SOAP: An Atmospheric Science Research and Education Program. Journal of Geoscience Education, 61(4), Article 4.",0.7240356083086054
139 : First-Year Seminars as a venue for Course-based Undergraduate Research Experiences~ a preliminary report,"Vater, A., Dahlhausen, K., Coil, D. A., Anderton, B. N., Wirawan, C. S., Caporale, N., & Furlow, J. D. (2019a). First-Year Seminars as a venue for Course-based Undergraduate Research Experiences: A preliminary report.",0.7235494880546075
"300 : Undergraduate Research Experience Aids Progression, Graduation Rates at Texas Southern University, an HBCU.","Owerbach, D., & Oyekan, A. (2015b). Undergraduate Research Experience Aids Progression, Graduation Rates at Texas Southern University, an HBCU. Council on Undergraduate Research Quarterly, 36(2), 28–32.",0.7235494880546075
285 : The Undergraduate Research Fellows Program~ A Unique Model to Promote Engagement in Research,"Vessey, J. A., & DeMarco, R. F. (2008b). The Undergraduate Research Fellows Program: A Unique Model to Promote Engagement in Research. Journal of Professional Nursing, 24(6), 358–363.",0.7230769230769231
262 : The Impact of an Undergraduate Research Experience on Graduate Degree Attainment across Academic Divisions,"Brouhle, K., & Graham, B. (2022b). The Impact of an Undergraduate Research Experience on Graduate Degree Attainment across Academic Divisions. Scholarship and Practice of Undergraduate Research, 6(1), 32–42.",0.7218543046357616
212 : Perceived Student Benefits of an Undergraduate Physiological Psychology Laboratory Course.,"Lloyd, S. A., Shanks, R. A., & Lopatto, D. (2019b). Perceived Student Benefits of an Undergraduate Physiological Psychology Laboratory Course. Teaching of Psychology, 46(3), 215–222.",0.7215686274509804
203 : Original Undergraduate Research in Classroom Contexts~ Student Perceptions of a Scaffolded Approach.,"Manarin, K., McGrath, A., & Carey, M. (2016a). Original Undergraduate Research in Classroom Contexts: Student Perceptions of a Scaffolded Approach. Collected Essays on Learning & Teaching, 9, 35–42.",0.7214285714285714
233 : Researcher Identity Formation among Black Undergraduate Participants in a Summer Research Training Program.,"Galloway, S. N., Frierson, H. T., & Edwards, L. J. (2022b). Researcher Identity Formation among Black Undergraduate Participants in a Summer Research Training Program. Journal of Negro Education, 91(1), 101–111.",0.72
306 : Undergraduate research participation and STEM graduate degree aspirations among students of color.,"Strayhorn, T. L. (2010b). Undergraduate research participation and STEM graduate degree aspirations among students of color. New Directions for Institutional Research, 2010(148), 85–93.",0.72
122 : Evaluation of the Impact of the NWC REU Program Compared with Other Undergraduate Research Experiences.,"Gonzalez-Espada, W. J., & LaDue, D. S. (2006b). Evaluation of the Impact of the NWC REU Program Compared with Other Undergraduate Research Experiences. Journal of Geoscience Education, 54(5), 541–549.",0.7197231833910035
"96 : Development and Assessment of an Undergraduate Research Program at a Two-Year, Rural, Hispanic-Serving Institution~ The Essential Role of Partnerships","Loeser, M. R., Newkirk, M., Gabriel, K. I., & Huerta, A. D. (2021a). Development and Assessment of an Undergraduate Research Program at a Two-Year, Rural, Hispanic-Serving Institution: The Essential Role of Partnerships. Scholarship and Practice of Undergraduate Research, 4(3), Article 3.",0.7184466019417476
